order_id,date,region,state,store_id,customer_id,customer_segment,product_category,product_subcategory,units_sold,unit_price,discount,shipping_cost,payment_method,sales_channel,order_status
ORD-105182,2023-05-01,West,California,WE-05,CUST-00849,Consumer,Home Goods,Decor,4,271.03,0.1,12.99,Gift Card,Online,Completed
ORD-100556,2023-05-01,North,North Dakota,NO-05,CUST-01703,Corporate,Home Goods,Kitchenware,4,477.49,0.0,0.0,Credit Card,In-Store,Completed
ORD-105442,2023-05-01,South,Georgia,SO-05,CUST-00108,Home Office,Books,Children's,2,18.05,0.0,0.0,Debit Card,Online,Completed
ORD-102764,2023-05-01,South,Florida,SO-02,CUST-01402,Corporate,Electronics,Laptops,4,501.75,0.0,0.0,Credit Card,In-Store,Completed
ORD-101984,2023-05-01,South,Texas,SO-02,CUST-01795,Consumer,Books,Educational,3,12.15,0.0,4.99,Debit Card,Online,Completed
ORD-105531,2023-05-01,East,New York,EA-01,CUST-00712,Corporate,Electronics,Headphones,3,479.03,0.0,0.0,Credit Card,Online,Completed
ORD-102599,2023-05-01,North,North Dakota,NO-01,CUST-00166,Home Office,Books,Comics,4,14.47,0.15,0.0,Credit Card,In-Store,Completed
ORD-101697,2023-05-02,West,California,WE-04,CUST-01075,Consumer,Books,Comics,1,10.64,0.25,0.0,PayPal,In-Store,Completed
ORD-105295,2023-05-02,South,Florida,SO-01,CUST-00307,Corporate,Beauty & Health,Skincare,6,56.6,0.0,0.0,Debit Card,In-Store,Completed
ORD-102521,2023-05-02,North,North Dakota,NO-05,CUST-00013,Consumer,Apparel,Accessories,2,50.71,0.25,0.0,Credit Card,Online,Completed
ORD-104463,2023-05-02,North,Wisconsin,NO-03,CUST-01395,Consumer,Sporting Goods,Team Sports,5,227.3,0.05,4.99,PayPal,Online,Completed
ORD-100703,2023-05-02,North,Minnesota,NO-05,CUST-00970,Consumer,Apparel,Footwear,4,39.02,0.05,0.0,PayPal,In-Store,Completed
ORD-104141,2023-05-02,East,New Jersey,EA-04,CUST-00232,Corporate,Books,Non-Fiction,3,32.87,0.15,0.0,Credit Card,In-Store,Returned
ORD-101993,2023-05-02,North,Wisconsin,NO-03,CUST-00445,Consumer,Sporting Goods,Footwear,3,113.61,0.1,0.0,Credit Card,In-Store,Completed
ORD-105796,2023-05-03,Central,Missouri,CE-01,CUST-01388,Consumer,Sporting Goods,Outdoor Gear,2,143.0,0.0,0.0,Debit Card,Online,Completed
ORD-103953,2023-05-03,South,Florida,SO-02,CUST-00222,Consumer,Books,Comics,3,18.51,0.05,0.0,Credit Card,In-Store,Completed
ORD-100562,2023-05-03,North,North Dakota,NO-04,CUST-01710,Home Office,Apparel,Accessories,2,89.55,0.05,0.0,Credit Card,In-Store,Completed
ORD-105549,2023-05-03,East,New York,EA-01,CUST-01260,Corporate,Home Goods,Furniture,3,286.24,0.0,0.0,Gift Card,Online,Completed
ORD-104634,2023-05-04,South,Georgia,SO-04,CUST-00441,Consumer,Home Goods,Bedding,2,329.05,0.0,7.99,Debit Card,Online,Completed
ORD-100997,2023-05-04,West,California,WE-04,CUST-00503,Consumer,Electronics,Laptops,4,537.32,0.0,0.0,PayPal,In-Store,Completed
ORD-103551,2023-05-04,Central,Ohio,CE-02,CUST-01085,Consumer,Apparel,Women's Wear,2,102.12,0.2,12.99,PayPal,Online,Completed
ORD-101749,2023-05-04,West,Washington,WE-03,CUST-01546,Corporate,Home Goods,Bedding,3,94.54,0.05,0.0,Gift Card,In-Store,Completed
ORD-101585,2023-05-04,Central,Ohio,CE-04,CUST-00936,Consumer,Home Goods,Bedding,4,194.3,0.0,0.0,Credit Card,Online,Completed
ORD-100946,2023-05-04,South,Georgia,SO-03,CUST-01063,Corporate,Electronics,Smartphones,7,1200.0,0.0,0.0,Credit Card,In-Store,Completed
ORD-102666,2023-05-04,North,North Dakota,NO-04,CUST-01139,Home Office,Electronics,Smart Home,3,292.27,0.0,7.99,Cash,Online,Completed
ORD-104568,2023-05-05,East,New Jersey,EA-05,CUST-00959,Home Office,Sporting Goods,Outdoor Gear,4,251.97,0.0,0.0,Credit Card,In-Store,Returned
ORD-104698,2023-05-05,South,Florida,SO-02,CUST-01496,Consumer,Sporting Goods,Fitness Equipment,2,102.52,0.0,7.99,Gift Card,Online,Completed
ORD-100179,2023-05-05,South,Florida,SO-04,CUST-01102,Consumer,Apparel,Accessories,4,76.22,0.2,12.99,Debit Card,Online,Completed
ORD-100590,2023-05-06,Central,Ohio,CE-05,CUST-01199,Consumer,Apparel,Footwear,4,62.24,0.0,0.0,PayPal,In-Store,Completed
ORD-102013,2023-05-06,West,Oregon,WE-03,CUST-00195,Consumer,Electronics,Headphones,4,196.81,0.15,0.0,Debit Card,In-Store,Completed
ORD-100930,2023-05-06,Central,Missouri,CE-03,CUST-00530,Consumer,Home Goods,Kitchenware,3,213.47,0.0,12.99,Debit Card,Online,Completed
ORD-104686,2023-05-06,South,Florida,SO-03,CUST-00317,Corporate,Home Goods,Kitchenware,3,257.51,0.0,0.0,Credit Card,In-Store,Completed
ORD-105390,2023-05-06,West,Oregon,WE-01,CUST-01005,Consumer,Electronics,Smart Home,3,770.3,0.05,4.99,PayPal,Online,Returned
ORD-100021,2023-05-06,Central,Illinois,CE-01,CUST-00233,Consumer,Apparel,Men's Wear,4,37.8,0.05,0.0,Credit Card,Online,Completed
ORD-101434,2023-05-06,West,Oregon,WE-03,CUST-00066,Consumer,Sporting Goods,Cycling,3,249.56,0.0,0.0,Credit Card,In-Store,Completed
ORD-102455,2023-05-06,North,Wisconsin,NO-05,CUST-00773,Corporate,Beauty & Health,Makeup,2,22.74,0.0,0.0,Credit Card,Online,Completed
ORD-100754,2023-05-06,South,Georgia,SO-02,CUST-00063,Consumer,Apparel,Footwear,2,43.02,0.0,0.0,Credit Card,In-Store,Completed
ORD-100726,2023-05-06,South,Georgia,SO-01,CUST-00619,Home Office,Books,Non-Fiction,2,9.29,0.25,12.99,Credit Card,Online,Completed
ORD-102284,2023-05-07,East,New Jersey,EA-05,CUST-01446,Corporate,Apparel,Footwear,3,21.77,0.1,0.0,Debit Card,In-Store,Completed
ORD-102743,2023-05-07,West,California,WE-01,CUST-00703,Corporate,Electronics,Smartphones,2,295.48,0.05,7.99,Credit Card,Online,Completed
ORD-100066,2023-05-07,Central,Illinois,CE-05,CUST-00271,Consumer,Books,Comics,6,15.18,0.0,0.0,PayPal,In-Store,Completed
ORD-100832,2023-05-07,Central,Ohio,CE-04,CUST-01529,Home Office,Books,Non-Fiction,2,43.14,0.0,0.0,PayPal,Online,Completed
ORD-100262,2023-05-07,North,Wisconsin,NO-04,CUST-00784,Consumer,Home Goods,Storage,3,386.95,0.05,7.99,Cash,Online,Completed
ORD-100919,2023-05-07,Central,Ohio,CE-02,CUST-01045,Consumer,Home Goods,Decor,2,462.34,0.0,0.0,PayPal,Online,Returned
ORD-104457,2023-05-07,Central,Illinois,CE-01,CUST-01229,Corporate,Beauty & Health,Wellness,3,32.66,0.2,0.0,Credit Card,In-Store,Completed
ORD-102110,2023-05-07,South,Georgia,SO-04,CUST-01777,Corporate,Books,Fiction,3,12.14,0.0,4.99,Gift Card,Online,Completed
ORD-102411,2023-05-07,West,California,WE-05,CUST-00669,Corporate,Apparel,Accessories,3,116.24,0.15,0.0,Credit Card,Online,Completed
ORD-103328,2023-05-07,South,Texas,SO-05,CUST-01575,Corporate,Electronics,Smart Home,5,301.04,0.0,0.0,PayPal,In-Store,Completed
ORD-104847,2023-05-08,South,Georgia,SO-04,CUST-01683,Home Office,Electronics,Smart Home,5,393.49,0.0,0.0,Credit Card,In-Store,Completed
ORD-103600,2023-05-08,North,North Dakota,NO-05,CUST-00411,Corporate,Apparel,Women's Wear,2,45.68,0.0,0.0,Credit Card,In-Store,Completed
ORD-102156,2023-05-08,Central,Illinois,CE-02,CUST-00598,Consumer,Apparel,Accessories,4,80.19,0.0,0.0,Credit Card,Online,Completed
ORD-105723,2023-05-08,North,North Dakota,NO-03,CUST-00282,Consumer,Apparel,Kids' Wear,4,59.26,0.0,0.0,Credit Card,Online,Completed
ORD-104407,2023-05-09,North,Minnesota,NO-02,CUST-01133,Consumer,Apparel,Women's Wear,3,47.09,0.0,4.99,Credit Card,Online,Returned
ORD-105984,2023-05-09,Central,Ohio,CE-01,CUST-00783,Home Office,Electronics,Smartphones,2,627.21,0.0,0.0,Cash,In-Store,Completed
ORD-102359,2023-05-09,West,Oregon,WE-05,CUST-00791,Consumer,Apparel,Men's Wear,4,54.1,0.05,4.99,Debit Card,Online,Completed
ORD-101720,2023-05-09,Central,Illinois,CE-03,CUST-00990,Corporate,Books,Non-Fiction,3,15.55,0.0,0.0,Debit Card,In-Store,Completed
ORD-103611,2023-05-09,South,Florida,SO-02,CUST-00285,Corporate,Apparel,Kids' Wear,4,48.19,0.0,12.99,PayPal,Online,Completed
ORD-100430,2023-05-09,North,Minnesota,NO-04,CUST-00399,Corporate,Apparel,Kids' Wear,4,50.06,0.0,4.99,Gift Card,Online,Completed
ORD-102594,2023-05-09,Central,Ohio,CE-03,CUST-01418,Corporate,Books,Non-Fiction,4,19.01,0.1,4.99,Cash,Online,Completed
ORD-105318,2023-05-09,Central,Ohio,CE-01,CUST-00152,Home Office,Books,Comics,4,13.61,0.15,4.99,Debit Card,Online,Completed
ORD-102393,2023-05-09,South,Florida,SO-02,CUST-01669,Consumer,Apparel,Men's Wear,2,65.3,0.0,0.0,Credit Card,Online,Completed
ORD-102537,2023-05-09,South,Florida,SO-04,CUST-00191,Corporate,Electronics,Laptops,4,386.03,0.0,12.99,Cash,Online,Completed
ORD-101278,2023-05-09,South,Georgia,SO-03,CUST-00540,Consumer,Electronics,Smart Home,2,506.12,0.0,0.0,Credit Card,In-Store,Completed
ORD-103255,2023-05-09,South,Texas,SO-01,CUST-01070,Corporate,Books,Children's,1,16.26,0.05,0.0,PayPal,In-Store,Completed
ORD-105719,2023-05-10,South,Georgia,SO-03,CUST-00648,Corporate,Home Goods,Furniture,4,198.51,0.0,0.0,Gift Card,In-Store,Completed
ORD-104296,2023-05-10,South,Texas,SO-02,CUST-00969,Consumer,Home Goods,Furniture,4,195.32,0.0,0.0,Credit Card,Online,Completed
ORD-105856,2023-05-10,South,Georgia,SO-04,CUST-01573,Corporate,Beauty & Health,Makeup,3,64.51,0.0,4.99,Credit Card,Online,Completed
ORD-103554,2023-05-10,Central,Ohio,CE-02,CUST-00839,Corporate,Apparel,Kids' Wear,2,35.33,0.05,0.0,Debit Card,Online,Completed
ORD-104118,2023-05-10,Central,Ohio,CE-04,CUST-00880,Corporate,Home Goods,Furniture,7,194.63,0.05,7.99,PayPal,Online,Completed
ORD-100152,2023-05-11,South,Georgia,SO-04,CUST-01444,Corporate,Home Goods,Kitchenware,3,113.56,0.2,0.0,Cash,In-Store,Completed
ORD-105841,2023-05-11,Central,Illinois,CE-01,CUST-01346,Consumer,Sporting Goods,Fitness Equipment,4,189.8,0.0,0.0,PayPal,Online,Completed
ORD-105684,2023-05-11,West,California,WE-03,CUST-01177,Consumer,Sporting Goods,Footwear,3,102.96,0.0,0.0,Gift Card,In-Store,Completed
ORD-105777,2023-05-12,South,Florida,SO-04,CUST-01329,Consumer,Apparel,Accessories,4,66.7,0.0,7.99,PayPal,Online,Returned
ORD-104378,2023-05-12,South,Florida,SO-01,CUST-00116,Consumer,Apparel,Accessories,4,19.02,0.2,0.0,Credit Card,Online,Completed
ORD-105536,2023-05-12,West,Washington,WE-04,CUST-00244,Home Office,Apparel,Women's Wear,2,45.05,0.15,0.0,Debit Card,Online,Completed
ORD-104856,2023-05-12,East,New York,EA-05,CUST-01364,Consumer,Home Goods,Bedding,6,141.36,0.15,0.0,Gift Card,In-Store,Completed
ORD-105688,2023-05-13,Central,Illinois,CE-01,CUST-01115,Consumer,Books,Comics,3,17.65,0.0,0.0,Credit Card,Online,Completed
ORD-105950,2023-05-13,Central,Illinois,CE-05,CUST-01664,Consumer,Books,Non-Fiction,4,13.32,0.0,4.99,Credit Card,Online,Completed
ORD-103542,2023-05-13,West,Washington,WE-02,CUST-00823,Consumer,Electronics,Smart Home,3,408.02,0.05,4.99,Cash,Online,Completed
ORD-102760,2023-05-13,West,Washington,WE-03,CUST-00606,Consumer,Books,Children's,4,34.95,0.0,12.99,Credit Card,Online,Completed
ORD-100576,2023-05-13,West,California,WE-01,CUST-01355,Corporate,Books,Comics,4,10.46,0.0,0.0,Debit Card,In-Store,Completed
ORD-104622,2023-05-13,South,Texas,SO-01,CUST-00169,Consumer,Beauty & Health,Wellness,5,38.88,0.05,0.0,Debit Card,Online,Returned
ORD-101947,2023-05-13,East,New Jersey,EA-03,CUST-00042,Consumer,Electronics,Smartphones,2,224.83,0.0,0.0,Credit Card,In-Store,Completed
ORD-103525,2023-05-13,Central,Missouri,CE-03,CUST-01336,Consumer,Electronics,Cameras,5,277.32,0.0,0.0,Credit Card,In-Store,Completed
ORD-104896,2023-05-13,Central,Missouri,CE-03,CUST-01226,Consumer,Apparel,Women's Wear,7,41.13,0.05,7.99,Credit Card,Online,Returned
ORD-101693,2023-05-13,South,Georgia,SO-01,CUST-00064,Home Office,Electronics,Headphones,4,420.49,0.0,0.0,Credit Card,In-Store,Completed
ORD-102747,2023-05-13,South,Texas,SO-01,CUST-00931,Consumer,Beauty & Health,Makeup,3,41.52,0.0,0.0,Cash,In-Store,Completed
ORD-103896,2023-05-13,South,Texas,SO-02,CUST-00644,Consumer,Home Goods,Furniture,1,224.69,0.0,12.99,Credit Card,Online,Completed
ORD-101423,2023-05-14,North,Wisconsin,NO-03,CUST-01629,Consumer,Apparel,Accessories,2,15.1,0.0,4.99,Gift Card,Online,Completed
ORD-104867,2023-05-14,East,Massachusetts,EA-01,CUST-00122,Consumer,Electronics,Headphones,3,446.61,0.0,0.0,Debit Card,In-Store,Cancelled
ORD-105164,2023-05-14,North,Minnesota,NO-05,CUST-00344,Consumer,Sporting Goods,Team Sports,7,106.42,0.0,0.0,Credit Card,In-Store,Completed
ORD-100844,2023-05-14,North,Wisconsin,NO-04,CUST-01342,Corporate,Home Goods,Furniture,4,506.61,0.15,12.99,Debit Card,Online,Completed
ORD-102483,2023-05-14,West,Washington,WE-01,CUST-01305,Consumer,Apparel,Accessories,2,83.08,0.0,0.0,PayPal,Online,Completed
ORD-104004,2023-05-15,Central,Ohio,CE-03,CUST-00557,Corporate,Apparel,Accessories,4,27.6,0.0,0.0,Credit Card,In-Store,Completed
ORD-101909,2023-05-15,West,California,WE-01,CUST-00995,Corporate,Books,Fiction,3,16.09,0.0,0.0,Credit Card,In-Store,Completed
ORD-105999,2023-05-15,Central,Ohio,CE-05,CUST-01752,Consumer,Apparel,Accessories,5,116.4,0.0,0.0,Credit Card,In-Store,Completed
ORD-100519,2023-05-16,South,Texas,SO-04,CUST-00709,Consumer,Apparel,Women's Wear,5,41.6,0.0,0.0,Credit Card,In-Store,Completed
ORD-101764,2023-05-16,North,North Dakota,NO-04,CUST-01725,Corporate,Apparel,Accessories,1,23.93,0.0,0.0,Credit Card,In-Store,Completed
ORD-103730,2023-05-16,North,Wisconsin,NO-01,CUST-01582,Consumer,Electronics,Cameras,2,562.52,0.0,0.0,Gift Card,In-Store,Completed
ORD-100775,2023-05-16,North,Wisconsin,NO-01,CUST-00345,Corporate,Electronics,Smart Home,1,1149.65,0.0,0.0,PayPal,In-Store,Completed
ORD-105977,2023-05-16,North,Wisconsin,NO-02,CUST-00168,Corporate,Home Goods,Decor,2,381.24,0.0,0.0,Credit Card,In-Store,Completed
ORD-101790,2023-05-16,North,Minnesota,NO-01,CUST-01187,Corporate,Electronics,Smart Home,2,1200.0,0.0,0.0,Debit Card,Online,Completed
ORD-104272,2023-05-17,South,Florida,SO-02,CUST-00465,Consumer,Electronics,Laptops,2,157.45,0.0,0.0,PayPal,In-Store,Returned
ORD-104297,2023-05-17,North,Wisconsin,NO-03,CUST-00714,Corporate,Beauty & Health,Haircare,2,19.94,0.15,0.0,Credit Card,In-Store,Completed
ORD-102894,2023-05-17,West,Oregon,WE-05,CUST-00988,Consumer,Home Goods,Bedding,3,325.16,0.15,7.99,Cash,Online,Completed
ORD-100760,2023-05-17,East,Massachusetts,EA-02,CUST-00306,Corporate,Beauty & Health,Skincare,4,31.47,0.0,4.99,PayPal,Online,Completed
ORD-105228,2023-05-17,Central,Ohio,CE-01,CUST-00236,Corporate,Home Goods,Decor,3,300.55,0.0,4.99,Debit Card,Online,Completed
ORD-100589,2023-05-17,Central,Illinois,CE-05,CUST-00784,Home Office,Home Goods,Furniture,2,521.82,0.0,0.0,Credit Card,In-Store,Returned
ORD-102037,2023-05-17,South,Florida,SO-01,CUST-00781,Corporate,Electronics,Laptops,4,235.91,0.05,7.99,Credit Card,Online,Completed
ORD-101221,2023-05-17,North,Minnesota,NO-04,CUST-01156,Consumer,Apparel,Kids' Wear,6,44.05,0.05,0.0,Credit Card,Online,Cancelled
ORD-101637,2023-05-18,South,Georgia,SO-03,CUST-01780,Home Office,Books,Comics,7,11.51,0.05,0.0,PayPal,Online,Completed
ORD-100801,2023-05-18,Central,Ohio,CE-01,CUST-01202,Home Office,Sporting Goods,Outdoor Gear,5,245.16,0.0,0.0,Credit Card,Online,Completed
ORD-102115,2023-05-18,South,Georgia,SO-02,CUST-01219,Corporate,Apparel,Men's Wear,3,62.96,0.05,7.99,Credit Card,Online,Completed
ORD-101710,2023-05-18,East,New York,EA-03,CUST-00699,Consumer,Home Goods,Bedding,3,199.36,0.0,0.0,Debit Card,Online,Completed
ORD-103631,2023-05-18,South,Georgia,SO-03,CUST-01093,Consumer,Sporting Goods,Outdoor Gear,4,173.47,0.05,0.0,Credit Card,In-Store,Completed
ORD-100665,2023-05-18,North,Wisconsin,NO-02,CUST-00136,Corporate,Beauty & Health,Haircare,4,37.3,0.0,0.0,Debit Card,Online,Returned
ORD-104552,2023-05-19,South,Texas,SO-01,CUST-01327,Consumer,Sporting Goods,Outdoor Gear,5,181.12,0.2,0.0,Credit Card,In-Store,Completed
ORD-103480,2023-05-19,South,Texas,SO-03,CUST-01366,Consumer,Books,Comics,2,32.5,0.15,7.99,Debit Card,Online,Returned
ORD-101109,2023-05-19,North,Minnesota,NO-05,CUST-00445,Consumer,Sporting Goods,Fitness Equipment,4,181.78,0.25,7.99,PayPal,Online,Returned
ORD-104985,2023-05-19,East,Massachusetts,EA-04,CUST-01764,Corporate,Apparel,Women's Wear,5,79.0,0.05,0.0,Credit Card,In-Store,Completed
ORD-104003,2023-05-19,Central,Ohio,CE-01,CUST-01503,Consumer,Home Goods,Kitchenware,6,90.07,0.15,4.99,Debit Card,Online,Completed
ORD-100790,2023-05-19,West,Washington,WE-05,CUST-00462,Consumer,Books,Non-Fiction,2,26.97,0.25,0.0,Credit Card,Online,Completed
ORD-103078,2023-05-20,West,California,WE-04,CUST-00555,Corporate,Electronics,Cameras,6,1015.73,0.05,0.0,Credit Card,In-Store,Completed
ORD-103645,2023-05-20,West,Washington,WE-04,CUST-01702,Consumer,Sporting Goods,Team Sports,5,107.64,0.2,0.0,Credit Card,Online,Completed
ORD-100866,2023-05-20,North,Wisconsin,NO-02,CUST-00675,Corporate,Electronics,Smartphones,4,1200.0,0.15,0.0,PayPal,Online,Completed
ORD-103545,2023-05-20,South,Texas,SO-01,CUST-00643,Consumer,Home Goods,Bedding,1,128.66,0.05,0.0,Credit Card,In-Store,Completed
ORD-102396,2023-05-20,Central,Ohio,CE-01,CUST-00669,Home Office,Home Goods,Storage,3,187.59,0.0,0.0,Credit Card,Online,Returned
ORD-100698,2023-05-20,East,New York,EA-04,CUST-00426,Corporate,Home Goods,Decor,2,616.8,0.0,0.0,Gift Card,Online,Completed
ORD-105327,2023-05-20,South,Texas,SO-04,CUST-00898,Consumer,Electronics,Laptops,1,362.92,0.0,0.0,Credit Card,In-Store,Completed
ORD-102439,2023-05-20,Central,Illinois,CE-03,CUST-00754,Corporate,Electronics,Headphones,1,285.62,0.0,0.0,PayPal,In-Store,Returned
ORD-105490,2023-05-21,North,Minnesota,NO-03,CUST-01711,Consumer,Books,Non-Fiction,2,45.0,0.1,0.0,Credit Card,In-Store,Completed
ORD-100318,2023-05-21,South,Georgia,SO-02,CUST-01763,Consumer,Electronics,Smartphones,5,441.82,0.0,0.0,Credit Card,In-Store,Completed
ORD-104027,2023-05-21,East,Massachusetts,EA-03,CUST-00186,Corporate,Electronics,Smart Home,3,532.47,0.25,0.0,Cash,In-Store,Completed
ORD-104034,2023-05-21,West,Oregon,WE-02,CUST-00362,Corporate,Books,Fiction,3,21.03,0.15,4.99,Credit Card,Online,Completed
ORD-100875,2023-05-21,Central,Missouri,CE-04,CUST-00416,Consumer,Apparel,Women's Wear,6,150.0,0.1,12.99,Cash,Online,Completed
ORD-103461,2023-05-21,East,Massachusetts,EA-02,CUST-00467,Home Office,Apparel,Men's Wear,7,95.71,0.05,0.0,Credit Card,In-Store,Completed
ORD-104833,2023-05-21,East,New Jersey,EA-02,CUST-01432,Consumer,Electronics,Headphones,2,562.12,0.0,0.0,Credit Card,Online,Completed
ORD-100004,2023-05-21,Central,Ohio,CE-03,CUST-01424,Consumer,Apparel,Men's Wear,4,45.02,0.1,12.99,Credit Card,Online,Completed
ORD-100005,2023-05-21,South,Texas,SO-04,CUST-01008,Consumer,Apparel,Men's Wear,1,95.58,0.0,12.99,Credit Card,Online,Completed
ORD-103343,2023-05-21,North,North Dakota,NO-02,CUST-01679,Consumer,Apparel,Men's Wear,4,67.16,0.0,4.99,PayPal,Online,Completed
ORD-105691,2023-05-22,West,California,WE-02,CUST-00814,Consumer,Home Goods,Kitchenware,3,575.2,0.0,0.0,Credit Card,In-Store,Completed
ORD-102996,2023-05-22,West,Oregon,WE-05,CUST-00331,Home Office,Apparel,Kids' Wear,2,58.66,0.0,0.0,Cash,Online,Completed
ORD-103872,2023-05-22,Central,Illinois,CE-05,CUST-00070,Consumer,Beauty & Health,Haircare,2,25.59,0.2,0.0,Cash,In-Store,Completed
ORD-102102,2023-05-23,South,Texas,SO-04,CUST-00990,Consumer,Apparel,Men's Wear,7,49.73,0.0,4.99,Debit Card,Online,Returned
ORD-101156,2023-05-23,West,California,WE-03,CUST-01150,Home Office,Home Goods,Kitchenware,6,564.48,0.0,0.0,Credit Card,In-Store,Completed
ORD-101321,2023-05-24,West,Washington,WE-04,CUST-00783,Corporate,Apparel,Footwear,3,46.35,0.15,0.0,Cash,In-Store,Completed
ORD-105951,2023-05-24,Central,Illinois,CE-03,CUST-00787,Corporate,Home Goods,Kitchenware,4,282.37,0.2,0.0,Cash,Online,Completed
ORD-103172,2023-05-24,West,California,WE-04,CUST-00048,Corporate,Home Goods,Decor,4,255.52,0.0,4.99,Credit Card,Online,Completed
ORD-101991,2023-05-24,Central,Ohio,CE-01,CUST-00420,Corporate,Home Goods,Kitchenware,3,178.2,0.0,4.99,Debit Card,Online,Completed
ORD-104467,2023-05-24,Central,Ohio,CE-02,CUST-01647,Consumer,Beauty & Health,Personal Care,4,49.4,0.1,0.0,Debit Card,In-Store,Completed
ORD-103667,2023-05-25,East,New York,EA-04,CUST-00370,Consumer,Electronics,Smartphones,5,576.36,0.1,4.99,Debit Card,Online,Completed
ORD-103937,2023-05-25,East,New York,EA-03,CUST-00824,Consumer,Apparel,Kids' Wear,4,30.5,0.0,0.0,Debit Card,Online,Returned
ORD-103173,2023-05-25,North,North Dakota,NO-01,CUST-01462,Corporate,Electronics,Cameras,2,384.35,0.1,4.99,Cash,Online,Completed
ORD-103210,2023-05-25,Central,Ohio,CE-01,CUST-01051,Home Office,Apparel,Women's Wear,2,34.66,0.0,12.99,Gift Card,Online,Completed
ORD-104825,2023-05-25,Central,Missouri,CE-01,CUST-01427,Home Office,Books,Non-Fiction,5,27.31,0.0,4.99,Credit Card,Online,Completed
ORD-101884,2023-05-25,Central,Illinois,CE-05,CUST-01787,Home Office,Home Goods,Bedding,3,218.78,0.0,7.99,Credit Card,Online,Completed
ORD-100667,2023-05-25,Central,Illinois,CE-05,CUST-01585,Consumer,Apparel,Women's Wear,3,99.19,0.0,0.0,Credit Card,Online,Completed
ORD-102420,2023-05-25,North,Minnesota,NO-03,CUST-00154,Consumer,Electronics,Smartphones,1,263.15,0.2,0.0,Debit Card,In-Store,Completed
ORD-103999,2023-05-26,North,North Dakota,NO-03,CUST-01168,Consumer,Home Goods,Bedding,4,234.71,0.0,0.0,Credit Card,Online,Completed
ORD-105343,2023-05-26,North,Wisconsin,NO-05,CUST-01512,Corporate,Apparel,Footwear,5,45.76,0.0,0.0,PayPal,Online,Completed
ORD-101164,2023-05-26,West,California,WE-03,CUST-01677,Consumer,Apparel,Footwear,3,83.78,0.15,7.99,PayPal,Online,Cancelled
ORD-103844,2023-05-26,North,Wisconsin,NO-04,CUST-00562,Consumer,Beauty & Health,Personal Care,3,47.08,0.0,0.0,Debit Card,In-Store,Completed
ORD-103221,2023-05-26,North,Minnesota,NO-05,CUST-00393,Corporate,Electronics,Cameras,4,344.01,0.0,4.99,Gift Card,Online,Completed
ORD-100209,2023-05-26,Central,Illinois,CE-02,CUST-00664,Consumer,Apparel,Men's Wear,1,36.2,0.2,7.99,PayPal,Online,Completed
ORD-102807,2023-05-26,West,Washington,WE-03,CUST-01336,Consumer,Books,Fiction,4,15.19,0.1,0.0,Debit Card,Online,Completed
ORD-100202,2023-05-26,North,North Dakota,NO-04,CUST-00061,Corporate,Apparel,Kids' Wear,2,72.43,0.25,0.0,Debit Card,Online,Completed
ORD-100111,2023-05-26,East,New Jersey,EA-05,CUST-01105,Consumer,Home Goods,Bedding,3,220.79,0.1,0.0,PayPal,In-Store,Completed
ORD-104480,2023-05-26,North,North Dakota,NO-02,CUST-00210,Consumer,Apparel,Men's Wear,4,50.47,0.05,12.99,Debit Card,Online,Completed
ORD-104905,2023-05-26,West,Oregon,WE-04,CUST-00193,Consumer,Apparel,Women's Wear,6,50.55,0.0,0.0,Credit Card,Online,Returned
ORD-104280,2023-05-27,East,New York,EA-04,CUST-00238,Corporate,Books,Children's,6,34.77,0.0,0.0,Cash,In-Store,Completed
ORD-105850,2023-05-27,North,North Dakota,NO-03,CUST-00642,Consumer,Apparel,Accessories,2,66.28,0.1,4.99,Credit Card,Online,Completed
ORD-104254,2023-05-27,West,Washington,WE-03,CUST-00381,Home Office,Apparel,Kids' Wear,4,33.42,0.1,0.0,Debit Card,Online,Completed
ORD-102130,2023-05-27,East,New Jersey,EA-02,CUST-00049,Consumer,Apparel,Men's Wear,3,47.0,0.0,0.0,Debit Card,Online,Completed
ORD-103728,2023-05-27,West,Washington,WE-02,CUST-01532,Home Office,Home Goods,Bedding,3,231.99,0.25,0.0,Credit Card,In-Store,Completed
ORD-103948,2023-05-27,East,New Jersey,EA-05,CUST-00701,Consumer,Apparel,Women's Wear,4,28.96,0.05,0.0,PayPal,In-Store,Completed
ORD-100353,2023-05-27,West,Oregon,WE-03,CUST-00751,Consumer,Apparel,Accessories,2,41.19,0.05,4.99,Debit Card,Online,Completed
ORD-102971,2023-05-27,West,Oregon,WE-05,CUST-00364,Consumer,Apparel,Accessories,1,95.51,0.0,0.0,Credit Card,In-Store,Completed
ORD-100505,2023-05-27,North,Wisconsin,NO-03,CUST-01782,Corporate,Apparel,Kids' Wear,2,26.21,0.25,0.0,Credit Card,Online,Completed
ORD-102813,2023-05-27,Central,Illinois,CE-03,CUST-00751,Consumer,Apparel,Footwear,3,55.66,0.0,0.0,PayPal,Online,Completed
ORD-105799,2023-05-28,North,Minnesota,NO-03,CUST-00475,Consumer,Home Goods,Decor,3,230.47,0.0,4.99,Credit Card,Online,Completed
ORD-101212,2023-05-28,South,Florida,SO-01,CUST-01043,Consumer,Electronics,Headphones,3,419.98,0.0,4.99,Credit Card,Online,Returned
